"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC","ImbGroup","dset","bMCC","dMCC"
"ivy-2.0",40,352,0.113636364,7.8,"NET+PROC","C4.5","Y","OBst",0.767,0.2607,"M&H IR","ivy-2.0",0.2231,0.0376
"jedit-3.2",90,272,0.330882353,2.022222222,"NET+PROC","C4.5","Y","OBst",0.888,0.5841,"Low IR","jedit-3.2",0.6443,-0.0602
"jedit-4.0",75,306,0.245098039,3.08,"NET+PROC","C4.5","Y","OBst",0.8142,0.4257,"Low IR","jedit-4.0",0.3725,0.0532
"jedit-4.1",79,312,0.253205128,2.949367089,"NET+PROC","C4.5","Y","OBst",0.8337,0.4172,"Low IR","jedit-4.1",0.3733,0.0439
"jedit-4.2",48,367,0.130790191,6.645833333,"NET+PROC","C4.5","Y","OBst",0.8214,0.4518,"M&H IR","jedit-4.2",0.4607,-0.00890000000000002
"jedit-4.3",11,492,0.022357724,43.72727273,"NET+PROC","C4.5","Y","OBst",0.7906,0.2264,"M&H IR","jedit-4.3",-0.0015,0.2279
"log4j-1.0",34,135,0.251851852,2.970588235,"NET+PROC","C4.5","Y","OBst",0.8351,0.5112,"Low IR","log4j-1.0",0.4603,0.0509
"Lucene",64,691,0.092619392,9.796875,"NET+PROC","C4.5","Y","OBst",0.7097,0.2933,"M&H IR","Lucene",0.2501,0.0432
"Mylyn",245,1862,0.131578947,6.6,"NET+PROC","C4.5","Y","OBst",0.676,0.1933,"M&H IR","Mylyn",0.1646,0.0287
"poi-2.0",37,314,0.117834395,7.486486486,"NET+PROC","C4.5","Y","OBst",0.7216,0.2067,"M&H IR","poi-2.0",0.2931,-0.0864
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","C4.5","Y","OBst",0.7331,0.2255,"M&H IR","synapse-1.0",0.0024,0.2231
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","C4.5","Y","OBst",0.7301,0.3449,"Low IR","synapse-1.1",0.3573,-0.0124
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","C4.5","Y","OBst",0.7828,0.4027,"Low IR","synapse-1.2",0.3594,0.0433
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","C4.5","Y","OBst",0.8045,0.4322,"Low IR","velocity-1.6",0.3716,0.0606
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","C4.5","Y","OBst",0.9047,0.5933,"M&H IR","xerces-1.2",0.6311,-0.0377999999999999
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","C4.5","Y","OBst",0.8272,0.4368,"M&H IR","xerces-1.3",0.4007,0.0361
"ant-1.3",20,125,0.16,5.25,"NET+PROC","C4.5","Y","UOBst",0.6822,0.1525,"M&H IR","ant-1.3",0.1249,0.0276
"ant-1.4",40,178,0.224719101,3.45,"NET+PROC","C4.5","Y","UOBst",0.8216,0.4372,"Low IR","ant-1.4",0.3572,0.08
"ant-1.5",32,293,0.109215017,8.15625,"NET+PROC","C4.5","Y","UOBst",0.786,0.3332,"M&H IR","ant-1.5",0.2919,0.0413
"ant-1.6",92,351,0.262108262,2.815217391,"NET+PROC","C4.5","Y","UOBst",0.7472,0.3438,"Low IR","ant-1.6",0.3159,0.0279
"camel-1.0",13,339,0.038348083,25.07692308,"NET+PROC","C4.5","Y","UOBst",0.7358,0.0364,"M&H IR","camel-1.0",-0.0074,0.0438
"camel-1.2",216,608,0.355263158,1.814814815,"NET+PROC","C4.5","Y","UOBst",0.7745,0.4217,"Low IR","camel-1.2",0.4013,0.0204
"camel-1.4",145,872,0.166284404,5.013793103,"NET+PROC","C4.5","Y","UOBst",0.7636,0.2878,"M&H IR","camel-1.4",0.3354,-0.0476
"camel-1.6",188,965,0.194818653,4.132978723,"NET+PROC","C4.5","Y","UOBst",0.7896,0.3693,"M&H IR","camel-1.6",0.3964,-0.0271
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"NET+PROC","C4.5","Y","UOBst",0.7951,0.4246,"Low IR","Eclipse_JDT_Core",0.4101,0.0145
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"NET+PROC","C4.5","Y","UOBst",0.6966,0.2236,"M&H IR","Eclipse_PDE_UI",0.1971,0.0265
"Equinox_Framework",129,324,0.398148148,1.511627907,"NET+PROC","C4.5","Y","UOBst",0.7749,0.4157,"Low IR","Equinox_Framework",0.4371,-0.0214
"ivy-2.0",40,352,0.113636364,7.8,"NET+PROC","C4.5","Y","UOBst",0.7575,0.236,"M&H IR","ivy-2.0",0.2231,0.0129
"jedit-3.2",90,272,0.330882353,2.022222222,"NET+PROC","C4.5","Y","UOBst",0.892,0.5842,"Low IR","jedit-3.2",0.6443,-0.0600999999999999
"jedit-4.0",75,306,0.245098039,3.08,"NET+PROC","C4.5","Y","UOBst",0.8112,0.4284,"Low IR","jedit-4.0",0.3725,0.0559
"jedit-4.1",79,312,0.253205128,2.949367089,"NET+PROC","C4.5","Y","UOBst",0.828,0.4387,"Low IR","jedit-4.1",0.3733,0.0654
"jedit-4.2",48,367,0.130790191,6.645833333,"NET+PROC","C4.5","Y","UOBst",0.8318,0.4325,"M&H IR","jedit-4.2",0.4607,-0.0282
"jedit-4.3",11,492,0.022357724,43.72727273,"NET+PROC","C4.5","Y","UOBst",0.8151,0.2278,"M&H IR","jedit-4.3",-0.0015,0.2293
"log4j-1.0",34,135,0.251851852,2.970588235,"NET+PROC","C4.5","Y","UOBst",0.824,0.503,"Low IR","log4j-1.0",0.4603,0.0427
"Lucene",64,691,0.092619392,9.796875,"NET+PROC","C4.5","Y","UOBst",0.7158,0.2789,"M&H IR","Lucene",0.2501,0.0288
"Mylyn",245,1862,0.131578947,6.6,"NET+PROC","C4.5","Y","UOBst",0.6986,0.2079,"M&H IR","Mylyn",0.1646,0.0433
"poi-2.0",37,314,0.117834395,7.486486486,"NET+PROC","C4.5","Y","UOBst",0.7476,0.2068,"M&H IR","poi-2.0",0.2931,-0.0863
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","C4.5","Y","UOBst",0.732,0.2083,"M&H IR","synapse-1.0",0.0024,0.2059
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","C4.5","Y","UOBst",0.738,0.3346,"Low IR","synapse-1.1",0.3573,-0.0227
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","C4.5","Y","UOBst",0.7666,0.381,"Low IR","synapse-1.2",0.3594,0.0216
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","C4.5","Y","UOBst",0.7886,0.4393,"Low IR","velocity-1.6",0.3716,0.0677
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","C4.5","Y","UOBst",0.901,0.593,"M&H IR","xerces-1.2",0.6311,-0.0381
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","C4.5","Y","UOBst",0.8478,0.449,"M&H IR","xerces-1.3",0.4007,0.0483
"ant-1.3",20,125,0.16,5.25,"NET+PROC","C4.5","Y","SBst",0.749,0.413,"M&H IR","ant-1.3",0.1249,0.2881
"ant-1.4",40,178,0.224719101,3.45,"NET+PROC","C4.5","Y","SBst",0.8284,0.46,"Low IR","ant-1.4",0.3572,0.1028
"ant-1.5",32,293,0.109215017,8.15625,"NET+PROC","C4.5","Y","SBst",0.7768,0.4116,"M&H IR","ant-1.5",0.2919,0.1197
"ant-1.6",92,351,0.262108262,2.815217391,"NET+PROC","C4.5","Y","SBst",0.7548,0.378,"Low IR","ant-1.6",0.3159,0.0621
"camel-1.0",13,339,0.038348083,25.07692308,"NET+PROC","C4.5","Y","SBst",0.6899,0.1898,"M&H IR","camel-1.0",-0.0074,0.1972
"camel-1.2",216,608,0.355263158,1.814814815,"NET+PROC","C4.5","Y","SBst",0.7987,0.4405,"Low IR","camel-1.2",0.4013,0.0392
"camel-1.4",145,872,0.166284404,5.013793103,"NET+PROC","C4.5","Y","SBst",0.8146,0.4277,"M&H IR","camel-1.4",0.3354,0.0923
"camel-1.6",188,965,0.194818653,4.132978723,"NET+PROC","C4.5","Y","SBst",0.8387,0.4778,"M&H IR","camel-1.6",0.3964,0.0814
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"NET+PROC","C4.5","Y","SBst",0.8173,0.4349,"Low IR","Eclipse_JDT_Core",0.4101,0.0248
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"NET+PROC","C4.5","Y","SBst",0.7029,0.2171,"M&H IR","Eclipse_PDE_UI",0.1971,0.02
"Equinox_Framework",129,324,0.398148148,1.511627907,"NET+PROC","C4.5","Y","SBst",0.8138,0.4759,"Low IR","Equinox_Framework",0.4371,0.0388
"ivy-2.0",40,352,0.113636364,7.8,"NET+PROC","C4.5","Y","SBst",0.7836,0.3067,"M&H IR","ivy-2.0",0.2231,0.0836
"jedit-3.2",90,272,0.330882353,2.022222222,"NET+PROC","C4.5","Y","SBst",0.8865,0.6917,"Low IR","jedit-3.2",0.6443,0.0474
"jedit-4.0",75,306,0.245098039,3.08,"NET+PROC","C4.5","Y","SBst",0.8317,0.4821,"Low IR","jedit-4.0",0.3725,0.1096
"jedit-4.1",79,312,0.253205128,2.949367089,"NET+PROC","C4.5","Y","SBst",0.8229,0.4506,"Low IR","jedit-4.1",0.3733,0.0773
"jedit-4.2",48,367,0.130790191,6.645833333,"NET+PROC","C4.5","Y","SBst",0.8508,0.4635,"M&H IR","jedit-4.2",0.4607,0.00280000000000002
"jedit-4.3",11,492,0.022357724,43.72727273,"NET+PROC","C4.5","Y","SBst",0.8245,0.2664,"M&H IR","jedit-4.3",-0.0015,0.2679
"log4j-1.0",34,135,0.251851852,2.970588235,"NET+PROC","C4.5","Y","SBst",0.873,0.5548,"Low IR","log4j-1.0",0.4603,0.0945
"Lucene",64,691,0.092619392,9.796875,"NET+PROC","C4.5","Y","SBst",0.763,0.2913,"M&H IR","Lucene",0.2501,0.0412
"Mylyn",245,1862,0.131578947,6.6,"NET+PROC","C4.5","Y","SBst",0.7384,0.2688,"M&H IR","Mylyn",0.1646,0.1042
"poi-2.0",37,314,0.117834395,7.486486486,"NET+PROC","C4.5","Y","SBst",0.7443,0.2979,"M&H IR","poi-2.0",0.2931,0.00479999999999997
"synapse-1.0",16,157,0.101910828,8.8125,"NET+PROC","C4.5","Y","SBst",0.7062,0.2567,"M&H IR","synapse-1.0",0.0024,0.2543
"synapse-1.1",60,222,0.27027027,2.7,"NET+PROC","C4.5","Y","SBst",0.7493,0.3877,"Low IR","synapse-1.1",0.3573,0.0304
"synapse-1.2",86,256,0.3359375,1.976744186,"NET+PROC","C4.5","Y","SBst",0.7956,0.4583,"Low IR","synapse-1.2",0.3594,0.0989
"velocity-1.6",78,229,0.340611354,1.935897436,"NET+PROC","C4.5","Y","SBst",0.7762,0.4137,"Low IR","velocity-1.6",0.3716,0.0421
"xerces-1.2",71,440,0.161363636,5.197183099,"NET+PROC","C4.5","Y","SBst",0.9113,0.611,"M&H IR","xerces-1.2",0.6311,-0.0201
"xerces-1.3",69,453,0.152317881,5.565217391,"NET+PROC","C4.5","Y","SBst",0.8261,0.4171,"M&H IR","xerces-1.3",0.4007,0.0164
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","C4.5","Y","Bag",0.7562,0.1556,"M&H IR","ant-1.3",0.1396,0.016
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","C4.5","Y","Bag",0.833,0.4534,"Low IR","ant-1.4",0.3572,0.0962
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","C4.5","Y","Bag",0.7808,0.371,"M&H IR","ant-1.5",0.315,0.056
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","C4.5","Y","Bag",0.8011,0.4724,"Low IR","ant-1.6",0.417,0.0554
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","C4.5","Y","Bag",0.7625,0.0503,"M&H IR","camel-1.0",-0.0074,0.0577
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","C4.5","Y","Bag",0.8175,0.462,"Low IR","camel-1.2",0.3928,0.0692
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","C4.5","Y","Bag",0.833,0.4607,"M&H IR","camel-1.4",0.3892,0.0715
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","C4.5","Y","Bag",0.8439,0.4516,"M&H IR","camel-1.6",0.4161,0.0355
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","C4.5","Y","Bag",0.8369,0.4921,"Low IR","Eclipse_JDT_Core",0.4124,0.0797
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","C4.5","Y","Bag",0.7426,0.2314,"M&H IR","Eclipse_PDE_UI",0.1983,0.0331
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","C4.5","Y","Bag",0.821,0.4711,"Low IR","Equinox_Framework",0.4183,0.0528
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","C4.5","Y","Bag",0.7718,0.2046,"M&H IR","ivy-2.0",0.2075,-0.00289999999999999
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","C4.5","Y","Bag",0.8919,0.6311,"Low IR","jedit-3.2",0.6197,0.0114
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","C4.5","Y","Bag",0.8289,0.4662,"Low IR","jedit-4.0",0.3872,0.079
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","C4.5","Y","Bag",0.8474,0.4943,"Low IR","jedit-4.1",0.3794,0.1149
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","C4.5","Y","Bag",0.8383,0.4453,"M&H IR","jedit-4.2",0.4579,-0.0126
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","C4.5","Y","Bag",0.7912,-9e-04,"M&H IR","jedit-4.3",-0.0013,4e-04
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","C4.5","Y","Bag",0.837,0.4877,"Low IR","log4j-1.0",0.412,0.0757
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","C4.5","Y","Bag",0.7697,0.3064,"M&H IR","Lucene",0.2744,0.032
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","C4.5","Y","Bag",0.7541,0.2961,"M&H IR","Mylyn",0.2021,0.094
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","C4.5","Y","Bag",0.7736,0.2385,"M&H IR","poi-2.0",0.2608,-0.0223
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","C4.5","Y","Bag",0.7549,0.1266,"M&H IR","synapse-1.0",0.1426,-0.016
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","C4.5","Y","Bag",0.7889,0.4355,"Low IR","synapse-1.1",0.3709,0.0646
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","C4.5","Y","Bag",0.8134,0.4694,"Low IR","synapse-1.2",0.4585,0.0109
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","C4.5","Y","Bag",0.8117,0.4509,"Low IR","velocity-1.6",0.3823,0.0686
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","C4.5","Y","Bag",0.9143,0.628,"M&H IR","xerces-1.2",0.6234,0.00460000000000005
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","C4.5","Y","Bag",0.879,0.4439,"M&H IR","xerces-1.3",0.4165,0.0274
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","C4.5","Y","Bst",0.7545,0.2141,"M&H IR","ant-1.3",0.1396,0.0745
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","C4.5","Y","Bst",0.817,0.4178,"Low IR","ant-1.4",0.3572,0.0606
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","C4.5","Y","Bst",0.8011,0.3789,"M&H IR","ant-1.5",0.315,0.0639
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","C4.5","Y","Bst",0.7812,0.3954,"Low IR","ant-1.6",0.417,-0.0216
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","C4.5","Y","Bst",0.7859,0.0579,"M&H IR","camel-1.0",-0.0074,0.0653
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","C4.5","Y","Bst",0.7819,0.4208,"Low IR","camel-1.2",0.3928,0.028
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","C4.5","Y","Bst",0.7925,0.3559,"M&H IR","camel-1.4",0.3892,-0.0333
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","C4.5","Y","Bst",0.8087,0.3982,"M&H IR","camel-1.6",0.4161,-0.0179
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","C4.5","Y","Bst",0.8137,0.4543,"Low IR","Eclipse_JDT_Core",0.4124,0.0419
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","C4.5","Y","Bst",0.7121,0.2104,"M&H IR","Eclipse_PDE_UI",0.1983,0.0121
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","C4.5","Y","Bst",0.8007,0.4374,"Low IR","Equinox_Framework",0.4183,0.0191
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","C4.5","Y","Bst",0.7528,0.2312,"M&H IR","ivy-2.0",0.2075,0.0237
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","C4.5","Y","Bst",0.8907,0.6034,"Low IR","jedit-3.2",0.6197,-0.0163
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","C4.5","Y","Bst",0.8053,0.4095,"Low IR","jedit-4.0",0.3872,0.0223
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","C4.5","Y","Bst",0.8339,0.4585,"Low IR","jedit-4.1",0.3794,0.0791
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","C4.5","Y","Bst",0.8136,0.4047,"M&H IR","jedit-4.2",0.4579,-0.0532
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","C4.5","Y","Bst",0.8091,0.2043,"M&H IR","jedit-4.3",-0.0013,0.2056
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","C4.5","Y","Bst",0.8283,0.4697,"Low IR","log4j-1.0",0.412,0.0577
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","C4.5","Y","Bst",0.7484,0.3141,"M&H IR","Lucene",0.2744,0.0397
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","C4.5","Y","Bst",0.7253,0.2755,"M&H IR","Mylyn",0.2021,0.0734
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","C4.5","Y","Bst",0.7523,0.2317,"M&H IR","poi-2.0",0.2608,-0.0291
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","C4.5","Y","Bst",0.7288,0.2694,"M&H IR","synapse-1.0",0.1426,0.1268
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","C4.5","Y","Bst",0.7733,0.4151,"Low IR","synapse-1.1",0.3709,0.0442
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","C4.5","Y","Bst",0.7958,0.4558,"Low IR","synapse-1.2",0.4585,-0.00270000000000004
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","C4.5","Y","Bst",0.7984,0.4372,"Low IR","velocity-1.6",0.3823,0.0549
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","C4.5","Y","Bst",0.918,0.586,"M&H IR","xerces-1.2",0.6234,-0.0374
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","C4.5","Y","Bst",0.8597,0.4814,"M&H IR","xerces-1.3",0.4165,0.0649
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","C4.5","Y","US",0.6626,0.2487,"M&H IR","ant-1.3",0.1396,0.1091
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","C4.5","Y","US",0.7107,0.3486,"Low IR","ant-1.4",0.3572,-0.0086
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","C4.5","Y","US",0.6993,0.2793,"M&H IR","ant-1.5",0.315,-0.0357
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","C4.5","Y","US",0.6999,0.3878,"Low IR","ant-1.6",0.417,-0.0292
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","C4.5","Y","US",0.6308,0.1064,"M&H IR","camel-1.0",-0.0074,0.1138
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","C4.5","Y","US",0.7034,0.3432,"Low IR","camel-1.2",0.3928,-0.0496
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","C4.5","Y","US",0.7376,0.3482,"M&H IR","camel-1.4",0.3892,-0.041
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","C4.5","Y","US",0.7533,0.4225,"M&H IR","camel-1.6",0.4161,0.00639999999999996
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","C4.5","Y","US",0.7187,0.376,"Low IR","Eclipse_JDT_Core",0.4124,-0.0364
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","C4.5","Y","US",0.6458,0.2157,"M&H IR","Eclipse_PDE_UI",0.1983,0.0174
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","C4.5","Y","US",0.713,0.4296,"Low IR","Equinox_Framework",0.4183,0.0113
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","C4.5","Y","US",0.6854,0.2483,"M&H IR","ivy-2.0",0.2075,0.0408
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","C4.5","Y","US",0.8265,0.6015,"Low IR","jedit-3.2",0.6197,-0.0182
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","C4.5","Y","US",0.7399,0.418,"Low IR","jedit-4.0",0.3872,0.0308
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","C4.5","Y","US",0.7366,0.4074,"Low IR","jedit-4.1",0.3794,0.028
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","C4.5","Y","US",0.7383,0.3562,"M&H IR","jedit-4.2",0.4579,-0.1017
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","C4.5","Y","US",0.7377,0.1528,"M&H IR","jedit-4.3",-0.0013,0.1541
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","C4.5","Y","US",0.733,0.4422,"Low IR","log4j-1.0",0.412,0.0302
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","C4.5","Y","US",0.6823,0.2392,"M&H IR","Lucene",0.2744,-0.0352
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","C4.5","Y","US",0.6597,0.2195,"M&H IR","Mylyn",0.2021,0.0174
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","C4.5","Y","US",0.6333,0.174,"M&H IR","poi-2.0",0.2608,-0.0868
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","C4.5","Y","US",0.6543,0.203,"M&H IR","synapse-1.0",0.1426,0.0604
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","C4.5","Y","US",0.6725,0.3354,"Low IR","synapse-1.1",0.3709,-0.0355
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","C4.5","Y","US",0.6865,0.3491,"Low IR","synapse-1.2",0.4585,-0.1094
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","C4.5","Y","US",0.6951,0.3526,"Low IR","velocity-1.6",0.3823,-0.0296999999999999
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","C4.5","Y","US",0.8319,0.54,"M&H IR","xerces-1.2",0.6234,-0.0833999999999999
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","C4.5","Y","US",0.7452,0.3534,"M&H IR","xerces-1.3",0.4165,-0.0631
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","C4.5","Y","OS",0.6074,0.223,"M&H IR","ant-1.3",0.1396,0.0834
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","C4.5","Y","OS",0.7203,0.4362,"Low IR","ant-1.4",0.3572,0.079
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","C4.5","Y","OS",0.6768,0.3253,"M&H IR","ant-1.5",0.315,0.0103
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","C4.5","Y","OS",0.679,0.3733,"Low IR","ant-1.6",0.417,-0.0437
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","C4.5","Y","OS",0.5341,0.0601,"M&H IR","camel-1.0",-0.0074,0.0675
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","C4.5","Y","OS",0.719,0.4061,"Low IR","camel-1.2",0.3928,0.0133
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","C4.5","Y","OS",0.6918,0.3654,"M&H IR","camel-1.4",0.3892,-0.0238
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","C4.5","Y","OS",0.6962,0.3831,"M&H IR","camel-1.6",0.4161,-0.033
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","C4.5","Y","OS",0.6882,0.3695,"Low IR","Eclipse_JDT_Core",0.4124,-0.0429
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","C4.5","Y","OS",0.5987,0.1931,"M&H IR","Eclipse_PDE_UI",0.1983,-0.00520000000000001
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","C4.5","Y","OS",0.6891,0.398,"Low IR","Equinox_Framework",0.4183,-0.0203
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","C4.5","Y","OS",0.6125,0.2003,"M&H IR","ivy-2.0",0.2075,-0.00719999999999998
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","C4.5","Y","OS",0.8042,0.5799,"Low IR","jedit-3.2",0.6197,-0.0398000000000001
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","C4.5","Y","OS",0.7164,0.4336,"Low IR","jedit-4.0",0.3872,0.0464
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","C4.5","Y","OS",0.7029,0.4103,"Low IR","jedit-4.1",0.3794,0.0309
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","C4.5","Y","OS",0.7008,0.4035,"M&H IR","jedit-4.2",0.4579,-0.0543999999999999
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","C4.5","Y","OS",0.6555,0.223,"M&H IR","jedit-4.3",-0.0013,0.2243
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","C4.5","Y","OS",0.7529,0.49,"Low IR","log4j-1.0",0.412,0.078
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","C4.5","Y","OS",0.6051,0.2131,"M&H IR","Lucene",0.2744,-0.0613
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","C4.5","Y","OS",0.6112,0.2158,"M&H IR","Mylyn",0.2021,0.0137
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","C4.5","Y","OS",0.5843,0.1786,"M&H IR","poi-2.0",0.2608,-0.0822
