Dataset,DefectNum,ModuleNum,DefectRate,ImbLevel,ImbGroup,Metrics,Classifier,ImbLearner,ImbLearnerType,Gmean,AUC,Bal,F1,Recall,MCC,SLoe
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,LR,Y,Bag,0.4272,0.6955,0.4629,0.3304,0.2487,0.218,0.3835
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,LR,Y,Bag,0,0.6106,0.2928,0,0,-0.0121,-0.0309
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,LR,Y,Bag,0.2537,0.7583,0.371,0.1695,0.111,0.1705,0.3888
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,LR,Y,Bag,0.5341,0.7762,0.5072,0.4202,0.304,0.3913,0.6567
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,LR,Y,Bag,0.2741,0.7276,0.3558,0.1507,0.089,0.1864,0.5422
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,LR,Y,Bag,0.6515,0.8017,0.6296,0.5817,0.5031,0.4115,0.5583
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,LR,Y,Bag,0.1703,0.6812,0.346,0.1197,0.0752,0.1364,0.3049
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,LR,Y,Bag,0.2451,0.6999,0.345,0.127,0.0738,0.1603,0.4861
ant-1.3,20,125,0.16,5.25,8~4,CK,LR,Y,Bst,0.3733,0.7414,0.4955,0.3117,0.305,0.2529,0.3382
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,LR,Y,Bst,0,0.4947,0.2924,0,0,-0.0246,-0.049
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,LR,Y,Bst,0.4063,0.7678,0.4908,0.3328,0.2825,0.3182,0.4498
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,LR,Y,Bst,0.6561,0.7582,0.625,0.5591,0.4773,0.4672,0.6139
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,LR,Y,Bst,0.034,0.6721,0.314,0.0317,0.03,0.0261,0.0286
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,LR,Y,Bst,0.2546,0.5468,0.3529,0.143,0.0872,0.0907,0.2958
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,LR,Y,Bst,0.1813,0.6637,0.334,0.0955,0.0585,0.083,0.2329
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,LR,Y,Bst,0.2293,0.6147,0.347,0.1293,0.0767,0.1401,0.4052
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,LR,Y,Bst,0.3295,0.7474,0.4335,0.2559,0.2,0.2429,0.3876
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,LR,Y,Bst,0.6823,0.7702,0.659,0.6034,0.54,0.4704,0.5969
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,LR,Y,Bst,0.5262,0.7017,0.5192,0.4072,0.3287,0.3315,0.5428
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,LR,Y,Bst,0.6313,0.7822,0.6058,0.5314,0.4514,0.4511,0.6198
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,LR,Y,Bst,0.4212,0.7427,0.4735,0.3291,0.2565,0.3151,0.4852
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,LR,Y,Bst,0,0.6308,0.2929,0,0,-0.0029,-0.0031
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,LR,Y,Bst,0.6473,0.7711,0.6465,0.5734,0.5175,0.5066,0.6682
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,LR,Y,Bst,0.2184,0.6837,0.3831,0.1727,0.1283,0.1713,0.2893
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,LR,Y,Bst,0.1829,0.7065,0.3963,0.154,0.15,0.131,0.1661
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,LR,Y,Bst,0.4331,0.6975,0.476,0.3411,0.2667,0.2745,0.4755
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,LR,Y,Bst,0.5701,0.7168,0.556,0.4729,0.3864,0.3494,0.527
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,LR,Y,Bst,0.4221,0.6549,0.4602,0.3202,0.2496,0.1835,0.3099
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,LR,Y,Bst,0.0225,0.6321,0.2988,0.0142,0.0086,0.0007,0.006
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,LR,Y,Bst,0.291,0.6761,0.3894,0.1984,0.1376,0.1825,0.3693
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,LR,Y,Bst,0.5311,0.7132,0.5054,0.4148,0.3016,0.3835,0.6415
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,LR,Y,Bst,0.2694,0.6721,0.3554,0.146,0.0886,0.1657,0.4554
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,LR,Y,Bst,0.6507,0.7547,0.6309,0.5816,0.5156,0.4014,0.5406
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,LR,Y,Bst,0.1762,0.6173,0.3487,0.1204,0.079,0.1301,0.2775
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,LR,Y,Bst,0.2429,0.6643,0.3446,0.1264,0.0732,0.1628,0.4936
ant-1.3,20,125,0.16,5.25,8~4,CK,LR,Y,US,0.6962,0.8132,0.6889,0.4923,0.715,0.4102,0.6589
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,LR,Y,US,0.442,0.5082,0.4605,0.321,0.5675,0.0107,-0.0227
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,LR,Y,US,0.7254,0.8287,0.7075,0.4199,0.6933,0.3615,0.6035
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,LR,Y,US,0.7473,0.831,0.7343,0.6315,0.6856,0.4973,0.5903
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,LR,Y,US,0.4814,0.6897,0.5654,0.1393,0.545,0.1283,0.4009
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,LR,Y,US,0.4795,0.5505,0.4843,0.3666,0.367,0.0587,0.0857
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,LR,Y,US,0.6221,0.6933,0.6183,0.3676,0.5632,0.2094,0.3403
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,LR,Y,US,0.5659,0.6508,0.5617,0.3489,0.4573,0.1543,0.2115
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,LR,Y,US,0.7003,0.7861,0.6869,0.3995,0.6425,0.3285,0.5394
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,LR,Y,US,0.7449,0.8187,0.734,0.667,0.7,0.5037,0.5903
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,LR,Y,US,0.6529,0.7482,0.642,0.5072,0.555,0.3443,0.4203
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,LR,Y,US,0.7268,0.8119,0.7115,0.6051,0.6464,0.4733,0.5648
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,LR,Y,US,0.7168,0.8195,0.7021,0.4472,0.668,0.3689,0.5723
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,LR,Y,US,0.4448,0.61,0.5585,0.1073,0.515,0.1089,0.0565
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,LR,Y,US,0.7247,0.8383,0.7131,0.6089,0.7092,0.4861,0.6389
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,LR,Y,US,0.5756,0.6588,0.5897,0.2987,0.5183,0.192,0.3405
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,LR,Y,US,0.5483,0.7505,0.6046,0.322,0.585,0.2563,0.4664
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,LR,Y,US,0.631,0.7034,0.6215,0.4987,0.6017,0.2899,0.3889
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,LR,Y,US,0.6788,0.7595,0.6665,0.5921,0.5992,0.4006,0.4785
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,LR,Y,US,0.5992,0.6805,0.5952,0.4959,0.5045,0.2614,0.319
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,LR,Y,US,0.4518,0.5469,0.465,0.2688,0.4348,0.0655,-0.0475
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,LR,Y,US,0.6044,0.7234,0.602,0.374,0.4871,0.2486,0.343
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,LR,Y,US,0.7108,0.7771,0.6928,0.5569,0.5911,0.4383,0.4873
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,LR,Y,US,0.645,0.7079,0.6381,0.3667,0.5535,0.2451,0.3819
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,LR,Y,US,0.6722,0.7907,0.6632,0.6131,0.612,0.3777,0.448
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,LR,Y,US,0.5904,0.6666,0.5905,0.271,0.4667,0.1877,0.3214
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,LR,Y,US,0.6228,0.6966,0.6108,0.3495,0.4888,0.2325,0.3322
ant-1.3,20,125,0.16,5.25,8~4,CK,LR,Y,OS,0.6863,0.7819,0.6863,0.5052,0.69,0.4251,0.648
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,LR,Y,OS,0.4518,0.4564,0.4714,0.3085,0.51,-0.005,-0.0696
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,LR,Y,OS,0.733,0.84,0.7218,0.4494,0.6867,0.3925,0.6046
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,LR,Y,OS,0.7429,0.8375,0.7314,0.6262,0.6726,0.4914,0.5704
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,LR,Y,OS,0.531,0.7559,0.6129,0.17,0.57,0.1723,0.4639
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,LR,Y,OS,0.517,0.5631,0.5163,0.4016,0.3902,0.0975,0.1101
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,LR,Y,OS,0.6257,0.6976,0.622,0.3732,0.5551,0.2177,0.3414
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,LR,Y,OS,0.5677,0.6566,0.5629,0.3493,0.4502,0.1555,0.211
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,LR,Y,OS,0.6868,0.8176,0.6743,0.3959,0.6,0.3181,0.4907
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,LR,Y,OS,0.7422,0.8224,0.7296,0.6646,0.6833,0.5057,0.5876
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,LR,Y,OS,0.6321,0.7296,0.6231,0.487,0.5134,0.3181,0.3726
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,LR,Y,OS,0.7174,0.8139,0.7033,0.5928,0.6298,0.457,0.5393
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,LR,Y,OS,0.737,0.844,0.7233,0.4756,0.6835,0.4007,0.5925
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,LR,Y,OS,0.4024,0.5912,0.539,0.0962,0.435,0.0973,0.2968
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,LR,Y,OS,0.7319,0.8533,0.7228,0.6151,0.7075,0.4939,0.6317
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,LR,Y,OS,0.5903,0.6694,0.5985,0.3002,0.5342,0.1916,0.346
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,LR,Y,OS,0.6674,0.8045,0.692,0.3992,0.685,0.3553,0.6168
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,LR,Y,OS,0.6562,0.7239,0.6492,0.5188,0.6317,0.312,0.4104
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,LR,Y,OS,0.6707,0.7666,0.6587,0.5809,0.5899,0.3801,0.4582
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,LR,Y,OS,0.6155,0.6896,0.6089,0.5152,0.5163,0.2831,0.3327
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,LR,Y,OS,0.5569,0.6046,0.5517,0.3064,0.6364,0.1141,0.2615
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,LR,Y,OS,0.625,0.7318,0.6221,0.3981,0.5057,0.2778,0.3659
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,LR,Y,OS,0.7151,0.7782,0.6948,0.5676,0.5904,0.4538,0.496
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,LR,Y,OS,0.6485,0.718,0.6409,0.3732,0.5512,0.2534,0.386
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,LR,Y,OS,0.6764,0.7967,0.6656,0.6178,0.6092,0.3879,0.4608
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,LR,Y,OS,0.5784,0.674,0.5787,0.2809,0.4348,0.1976,0.3044
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,LR,Y,OS,0.6213,0.6977,0.6073,0.3551,0.4778,0.2401,0.3297
ant-1.3,20,125,0.16,5.25,8~4,CK,LR,Y,UOS,0.6251,0.7874,0.6424,0.433,0.635,0.3373,0.5483
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,LR,Y,UOS,0.3073,0.4579,0.4075,0.3182,0.6675,0.0321,0.0988
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,LR,Y,UOS,0.7351,0.8377,0.7221,0.4573,0.6825,0.4009,0.6123
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,LR,Y,UOS,0.7392,0.8296,0.7253,0.6258,0.6641,0.494,0.5804
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,LR,Y,UOS,0.5553,0.7434,0.6267,0.1715,0.605,0.1774,0.4969
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,LR,Y,UOS,0.4366,0.5416,0.463,0.3705,0.4223,0.0421,0.0696
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,LR,Y,UOS,0.632,0.6946,0.6285,0.3754,0.5832,0.2194,0.3611
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,LR,Y,UOS,0.5517,0.652,0.5465,0.3384,0.4183,0.148,0.1911
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,LR,Y,UOS,0.6839,0.7965,0.6726,0.3891,0.6025,0.3111,0.4898
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,LR,Y,UOS,0.745,0.8083,0.7331,0.6662,0.7067,0.5032,0.5996
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,LR,Y,UOS,0.6374,0.7347,0.631,0.4893,0.538,0.3252,0.4077
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,LR,Y,UOS,0.7259,0.8144,0.7113,0.6044,0.6464,0.473,0.5622
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,LR,Y,UOS,0.7419,0.8327,0.7269,0.4707,0.7015,0.3978,0.61
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,LR,Y,UOS,0.364,0.5872,0.5176,0.0937,0.39,0.0885,0.2517
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,LR,Y,UOS,0.7141,0.8463,0.7066,0.6083,0.6625,0.4928,0.6192
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,LR,Y,UOS,0.5945,0.6782,0.5974,0.3134,0.5275,0.21,0.3611
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,LR,Y,UOS,0.7036,0.794,0.7057,0.3991,0.745,0.3634,0.6838
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,LR,Y,UOS,0.6347,0.7207,0.6279,0.5049,0.5783,0.3099,0.3913
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,LR,Y,UOS,0.6635,0.7568,0.6503,0.577,0.5885,0.3816,0.4799
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,LR,Y,UOS,0.6061,0.6859,0.5999,0.51,0.5527,0.2543,0.328
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,LR,Y,UOS,0.5001,0.6139,0.5141,0.301,0.6807,0.1048,0.2289
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,LR,Y,UOS,0.5885,0.7125,0.5885,0.3696,0.4574,0.2455,0.319
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,LR,Y,UOS,0.7122,0.7727,0.6958,0.5541,0.5989,0.4323,0.4856
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,LR,Y,UOS,0.6357,0.7144,0.6251,0.369,0.5162,0.2477,0.3556
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,LR,Y,UOS,0.6655,0.7896,0.6521,0.6029,0.5762,0.3868,0.476
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,LR,Y,UOS,0.5908,0.6701,0.5938,0.2753,0.4786,0.1927,0.3318
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,LR,Y,UOS,0.6245,0.6974,0.6116,0.3543,0.4873,0.239,0.3361
ant-1.3,20,125,0.16,5.25,8~4,CK,LR,Y,SMOTE,0.6828,0.7913,0.6881,0.4942,0.695,0.4096,0.6294
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,LR,Y,SMOTE,0.5658,0.5599,0.5651,0.3904,0.595,0.1531,0.2654
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,LR,Y,SMOTE,0.7527,0.8388,0.7355,0.443,0.725,0.3901,0.6432
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,LR,Y,SMOTE,0.7384,0.8409,0.728,0.6183,0.6748,0.4782,0.5633
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,LR,Y,SMOTE,0.4745,0.7373,0.5646,0.1327,0.51,0.1222,0.378
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,LR,Y,SMOTE,0.5093,0.5521,0.5083,0.3962,0.391,0.0823,0.0969
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,LR,Y,SMOTE,0.6203,0.6931,0.6176,0.3639,0.5619,0.2027,0.3312
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,LR,Y,SMOTE,0.5476,0.6504,0.5441,0.33,0.424,0.1296,0.1735
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,LR,Y,SMOTE,0.6636,0.8127,0.6566,0.3852,0.5675,0.3045,0.4574
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,LR,Y,SMOTE,0.7504,0.8209,0.7381,0.6748,0.6967,0.5192,0.6046
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,LR,Y,SMOTE,0.577,0.675,0.576,0.4164,0.4648,0.2146,0.261
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,LR,Y,SMOTE,0.7211,0.83,0.7047,0.6013,0.6286,0.4713,0.5567
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,LR,Y,SMOTE,0.7301,0.8314,0.7137,0.472,0.67,0.3963,0.581
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,LR,Y,SMOTE,0.2807,0.5327,0.4473,0.054,0.315,0.0255,0.094
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,LR,Y,SMOTE,0.7341,0.853,0.7267,0.6249,0.7075,0.5125,0.6546
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,LR,Y,SMOTE,0.6372,0.72,0.6283,0.307,0.6575,0.2056,0.4512
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,LR,Y,SMOTE,0.6828,0.813,0.6978,0.4047,0.695,0.3646,0.6396
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,LR,Y,SMOTE,0.6522,0.7156,0.6464,0.5132,0.63,0.3006,0.4009
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,LR,Y,SMOTE,0.6567,0.7614,0.646,0.5656,0.5908,0.3472,0.4248
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,LR,Y,SMOTE,0.594,0.6722,0.5877,0.489,0.4886,0.2426,0.2872
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,LR,Y,SMOTE,0.5408,0.5604,0.531,0.2971,0.6827,0.0966,0.2722
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,LR,Y,SMOTE,0.6003,0.692,0.596,0.3598,0.4814,0.2254,0.3106
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,LR,Y,SMOTE,0.7161,0.7749,0.6974,0.5652,0.5972,0.4494,0.4991
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,LR,Y,SMOTE,0.6281,0.696,0.625,0.3335,0.5694,0.1983,0.3508
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,LR,Y,SMOTE,0.6763,0.7973,0.6666,0.6176,0.6145,0.3846,0.4554
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,LR,Y,SMOTE,0.5849,0.6721,0.5807,0.2543,0.4624,0.1631,0.288
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,LR,Y,SMOTE,0.621,0.7043,0.61,0.3451,0.4893,0.2269,0.33
ant-1.3,20,125,0.16,5.25,8~4,CK,LR,Y,COS,0.6862,0.815,0.6851,0.4905,0.705,0.4054,0.6458
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,LR,Y,COS,0.4151,0.5092,0.4553,0.3005,0.53,0.012,0.0331
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,LR,Y,COS,0.7215,0.827,0.7103,0.4396,0.6658,0.3821,0.5934
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,LR,Y,COS,0.7549,0.8389,0.7407,0.6438,0.6901,0.5174,0.6068
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,LR,Y,COS,0.5459,0.7733,0.625,0.1844,0.575,0.1924,0.4984
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,LR,Y,COS,0.5061,0.5501,0.5061,0.3889,0.3751,0.086,0.1016
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,LR,Y,COS,0.6269,0.6903,0.6224,0.3755,0.552,0.2201,0.3394
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,LR,Y,COS,0.5639,0.6436,0.5589,0.3478,0.4411,0.1564,0.2093
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,LR,Y,COS,0.7024,0.8155,0.688,0.4219,0.6125,0.3504,0.5196
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,LR,Y,COS,0.7099,0.7831,0.6954,0.6272,0.6222,0.4601,0.5368
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,LR,Y,COS,0.6326,0.7591,0.6223,0.4923,0.5084,0.3389,0.4106
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,LR,Y,COS,0.719,0.8181,0.6993,0.6036,0.6198,0.484,0.5959
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,LR,Y,COS,0.7437,0.8422,0.7289,0.4921,0.681,0.4196,0.5969
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,LR,Y,COS,0.4644,0.6147,0.5845,0.143,0.495,0.1537,0.3889
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,LR,Y,COS,0.7359,0.8399,0.7242,0.6151,0.7133,0.4914,0.6326
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,LR,Y,COS,0.6317,0.6987,0.6289,0.3366,0.58,0.2388,0.4134
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,LR,Y,COS,0.6891,0.8084,0.7059,0.4175,0.695,0.3775,0.6362
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,LR,Y,COS,0.6593,0.7147,0.6495,0.5224,0.645,0.3205,0.439
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,LR,Y,COS,0.6864,0.7635,0.6731,0.6006,0.5947,0.4203,0.5008
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,LR,Y,COS,0.6055,0.6842,0.5983,0.5032,0.4954,0.2702,0.321
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,LR,Y,COS,0.5049,0.558,0.5075,0.274,0.5598,0.0752,0.1854
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,LR,Y,COS,0.5485,0.7202,0.5476,0.3349,0.386,0.2087,0.2582
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,LR,Y,COS,0.7177,0.766,0.6986,0.5678,0.598,0.4527,0.5003
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,LR,Y,COS,0.6553,0.7204,0.6484,0.3782,0.5655,0.2603,0.4013
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,LR,Y,COS,0.6788,0.792,0.6681,0.6212,0.6207,0.3923,0.4718
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,LR,Y,COS,0.5899,0.6787,0.5862,0.2903,0.4431,0.2094,0.3184
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,LR,Y,COS,0.6112,0.6897,0.5977,0.3447,0.4643,0.2278,0.314
ant-1.3,20,125,0.16,5.25,8~4,CK,LR,Y,EM1v1,0.7028,0.8225,0.6947,0.5072,0.73,0.4252,0.6821
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,LR,Y,EM1v1,0.1513,0.4634,0.3493,0.0955,0.1075,-0.0274,-0.038
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,LR,Y,EM1v1,0.7424,0.8417,0.7284,0.4471,0.7025,0.3918,0.6193
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,LR,Y,EM1v1,0.7305,0.8393,0.708,0.6315,0.6117,0.5188,0.6016
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,LR,Y,EM1v1,0.5209,0.7801,0.5879,0.1333,0.585,0.1303,0.4461
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,LR,Y,EM1v1,0.1614,0.5264,0.3243,0.079,0.0451,0.0744,0.3269
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,LR,Y,EM1v1,0.6119,0.7009,0.6047,0.3728,0.5017,0.2213,0.3096
